"salario_base","treat","edad","educ_padres","distancia","treat_sesgado","salario_sesgado"
509999.184943049,1,23,1,13.797388472565,1,445661.724159631
506031.765444531,1,18,2,5.30529515634534,0,443670.688927798
528671.603253803,0,18,3,15.0355266820036,1,508560.502473694
440277.340875405,1,18,1,-8.64959462801952,0,439878.593826469
537044.393406915,1,18,3,17.0546670068699,1,528188.457420861
472354.398818231,1,19,1,5.87004488608376,1,492321.294898096
511293.963365719,1,24,2,33.2260382415804,1,455974.932108839
524986.858230253,0,23,2,14.7736366510958,1,486091.829333841
486879.918747274,1,23,1,-1.38316932256696,0,399164.925326011
490316.025510716,0,22,2,16.0314353971872,1,494433.243604051
477807.817178376,0,23,2,-7.28782904684283,1,469171.886535635
465221.635267501,0,25,2,30.9299697629787,1,476714.639207047
552228.215040467,0,18,3,7.71242884054458,0,507980.154053548
547738.330915984,1,24,3,10.7528346862116,1,522568.833083098
422785.067321704,1,24,1,4.26914402377864,1,491906.698199693
468727.263871151,0,25,1,31.1342581270109,1,467727.682872084
503227.816996275,0,20,3,-0.780925816907789,0,550088.119541657
559875.648547274,1,23,4,2.99669300943348,0,550421.883146159
488475.97353305,1,23,2,11.6883852170972,0,485596.710965785
554613.413289157,1,24,3,2.4263479723678,1,544722.666084851
521219.463268248,1,23,2,2.34372505331595,0,475104.287684356
557813.177270436,0,18,3,21.9769554295699,1,483644.072127502
619812.323275574,1,18,4,-15.1169935579211,0,557985.970373107
558898.93614244,1,23,4,7.76778974853715,1,606708.431877375
496090.798991856,0,23,3,0.191656584103221,0,535201.489453871
548870.280840716,1,23,2,22.7452193292924,1,480451.393755366
612269.898248049,1,20,4,25.2229364554469,1,543095.287082418
535265.685709986,1,23,2,7.69644898328984,1,477715.740929873
435724.664941067,0,19,1,7.85205233894104,1,447960.217674439
528610.165464536,1,23,3,-2.36858544276228,0,519204.806273546
526728.511650587,1,25,3,23.9181252201034,1,514420.013918522
511757.106823463,1,24,2,2.74907322045628,1,534081.280348867
623017.835203871,1,23,4,-12.5301115593718,0,572189.469611801
527833.236298052,1,23,3,19.9889348121257,1,513995.183138997
486846.998615274,0,21,2,16.3233800568112,0,406198.488523674
463118.252209549,0,24,2,22.0880063683142,1,466680.468071136
452830.570680661,0,25,2,27.9488731226607,1,477451.740380713
568244.904628217,1,23,4,1.04397825472486,1,567871.522059252
495753.448378122,0,23,3,8.15357064599005,0,495579.212875188
456250.406995207,0,21,3,9.27150803582813,1,519913.199231978
487362.179457861,1,21,2,10.3612671718532,1,500992.631513203
606583.686212378,1,24,4,6.09887730413278,0,561357.987198054
466309.236490572,1,19,1,-2.65395888348539,1,451263.80717106
549771.971556492,1,18,4,15.7293694802253,1,558637.975212323
556620.74957396,0,18,4,6.08879911055241,0,542170.806902172
508736.51496288,0,24,3,7.48742576361551,0,488216.723107778
494864.511426014,1,22,2,25.0809980515425,1,484853.129586579
458817.366656821,0,18,2,1.56773573144392,1,484931.220774687
530209.064652437,0,23,3,15.5049021574083,1,543550.999317692
521011.643338694,1,18,2,-4.8760250731029,1,485124.784644163
441214.982420492,1,21,1,-11.7535152255843,1,440605.706050121
517812.105927981,1,20,2,22.9719870613454,1,478719.789042993
526722.674555201,1,22,3,31.2495599073308,1,531483.039842682
519203.508983261,0,23,3,11.1715539256107,1,521971.80040187
472153.327854554,0,20,2,11.4246069620443,1,500844.421966656
538715.136009477,0,18,4,-2.43002962323221,0,535760.61104339
555548.667011718,0,25,4,0.788433357699095,0,568338.439323844
453847.412765683,0,23,1,16.6595183134173,1,423009.420275666
597530.869082581,1,20,4,29.2823654344792,1,568223.636006497
495738.328382307,0,19,2,12.0759681125988,0,472840.249379273
567761.082103997,1,19,4,13.5102617444172,1,574086.244991197
505638.11261007,0,23,3,8.84440630338794,1,518981.962382725
422190.383903555,0,25,1,11.541174477673,1,454252.458715796
544124.033436438,1,18,3,10.2126195582435,1,554781.835368244
453028.888212308,0,18,1,-10.7406850356943,0,436276.23694137
497597.0736994,0,23,2,19.276288488566,1,502167.426593802
528912.64403221,1,22,3,2.19352010940502,1,556706.441704701
511507.901423795,1,23,2,5.71375591709091,0,486138.414317564
535149.492248734,1,24,2,8.49770134132627,1,506013.304176166
545489.574839844,1,21,3,-4.47090463465191,1,548507.275891493
533811.252221593,0,25,4,1.61633443735618,1,596808.669839013
436408.423331029,0,23,1,5.47776273406885,0,443822.403603777
578643.802880051,0,19,4,9.91199058856535,0,524684.955761577
578730.242183343,0,23,4,-8.37111814939043,0,569660.053700828
569326.770227976,0,24,3,6.64104643943094,1,558571.523809831
593094.838037,1,21,4,-5.48174203517371,0,533644.000285153
570543.966550952,0,23,4,10.8603191140437,0,562325.953369893
454712.937386298,0,24,1,16.2082533326632,1,454069.305629178
550436.066147777,1,22,3,-14.6289059655497,0,551260.184026422
508346.75222538,1,19,2,8.23127053545224,1,491827.863670797
534173.432626833,1,23,3,10.1600250767041,1,552448.145499892
570526.854267556,0,25,4,-0.413082181219382,0,581769.463395724
531144.981872794,1,24,2,-3.61926035956398,0,462674.595353567
470904.776873536,0,25,1,-3.15249625692818,0,418699.08944523
490134.715639476,1,24,2,5.56889580314797,0,496955.50281701
568522.526704653,1,20,4,23.2382950606642,1,561412.187693624
498719.427434176,0,24,3,11.7482118425636,1,522921.532818822
564254.579966221,1,24,4,15.754300176753,0,527988.407249935
520010.078496564,1,21,2,4.22907850160442,0,455386.941313321
580333.359716318,0,19,4,4.87469268162417,0,553548.615426613
574662.860559123,0,18,4,-6.22293360169995,0,560846.344658852
432268.834040034,1,21,1,-5.63085337833211,1,443649.657070389
479618.766534904,1,19,1,7.4174929193556,0,425515.616051638
571978.808995744,0,19,4,7.53968507375007,0,562295.758208179
585834.555588114,1,19,4,18.9191659467159,1,590835.138918564
499772.545924464,0,18,2,17.1447923848269,1,506079.025620985
574743.132424865,1,23,4,-15.0675885353303,0,580838.454076291
560210.481541237,0,22,4,-1.43836937318396,0,597658.183341906
601043.520330664,1,25,4,6.11621528173308,1,589439.776220778
578512.696173906,0,19,4,21.3153327997925,1,567329.834678725
516132.077457198,0,25,3,8.56034430594155,1,523813.617958505
526836.742018072,0,20,4,6.6486720586386,1,595496.482082699
543956.676150618,0,20,3,21.0221184052578,1,509927.069269401
387504.028348632,0,25,1,6.89150935277291,0,422738.399547636
424225.825071197,0,22,1,19.3569672455434,1,444794.84745238
523283.812100505,1,24,2,12.0311042758068,1,475653.827908217
478349.272255237,1,25,2,16.6574690591487,1,484591.324053265
477305.491382629,1,21,1,10.6043631150803,0,443279.691083565
586439.351583377,1,25,4,2.22819399745641,0,565223.673780191
492982.867298522,1,19,2,10.7909888211437,1,486842.274169329
538681.942074826,0,20,3,8.1474404325926,1,516483.671392056
522955.499829758,1,18,3,6.96683232657258,0,498420.656695534
511364.801820889,1,23,3,5.07420873866687,0,530463.919618879
509156.786164182,0,22,3,-7.92854263430803,1,521984.431301762
513732.388244412,0,23,2,0.0200131390833693,1,500705.878591696
491315.667896945,0,19,3,-7.22652653079597,1,544445.95744097
525900.481674812,1,18,2,-2.98049672640296,0,450853.376545285
521728.099403961,0,21,3,24.5149528802089,0,477700.828962806
504791.258782897,1,20,2,11.1779646342443,0,469592.173072127
475917.024546447,1,21,2,13.306289444268,1,533896.495906114
520660.289174854,0,19,3,8.30295404232629,0,553221.047955169
550742.551002321,0,20,4,18.5020379794075,1,596916.445113922
563138.220755461,1,22,3,-0.489414527122831,0,489565.964798951
464294.504465741,0,23,2,11.9926724935022,1,505475.474294855
541704.058275657,0,24,3,21.6494950919523,1,527678.502959881
470440.271871611,1,23,2,-9.67019755352849,0,472566.634752275
569300.992503693,1,18,4,11.4435961032171,1,571166.640787717
479149.406687529,1,25,2,14.391170986504,1,488707.352899419
528464.060697261,1,19,3,-14.4020870676275,0,506053.24411345
490526.783546463,0,24,3,22.9456534057683,1,517900.270287615
589100.786360027,1,24,4,25.2258584112686,1,574407.714908189
562623.131640518,0,23,4,10.1733054537625,1,576681.176350302
445287.442546886,0,24,1,21.5020369347583,1,414938.371461036
484753.027951779,0,23,3,18.2916544594286,1,494089.555872551
561293.339920833,0,24,4,16.6261533101607,1,578601.909181069
562957.076470868,1,24,3,-9.66103752111385,0,507012.904277111
463243.405567565,0,21,2,14.4239384595708,1,504886.977972293
522728.448836941,0,20,3,15.7469786892196,1,509873.913529622
479462.783350626,0,25,2,-14.6614629612799,1,498854.057225656
546487.273802343,0,25,3,-1.96048717840623,0,497921.084834962
481669.529412054,0,18,2,5.00614089638082,1,492897.796684899
560158.131422255,0,23,4,-8.19170643335783,0,534528.950821345
452072.986553832,1,20,1,24.4975662498985,1,452032.93044534
509390.351115423,1,18,2,6.05300942342019,0,476487.300959766
584305.602239061,0,21,4,6.51411061333632,1,600894.053795469
454279.623299387,1,21,1,21.6426112083179,1,442293.45609912
550293.53680244,0,20,4,21.2942298405977,1,564183.013833279
545162.173984146,1,24,3,25.5486747127678,1,518525.359698273
502506.524941365,1,21,2,6.57852625254396,1,479276.160050217
573198.96021603,0,23,4,-1.58601106872144,0,591422.156625689
561504.252216973,0,23,4,-0.86722127434971,0,605456.867531566
474636.108578057,1,18,2,9.46313785302127,1,469995.456029386
588964.673376234,0,19,4,0.341031410078736,0,616433.875609379
541533.946068509,0,24,4,7.15921478585618,0,577697.510220834
513676.012938537,1,23,2,13.3070667150233,1,465513.757050541
476397.242399307,0,20,3,18.1501704831519,1,544367.159343379
560275.492903807,1,19,2,-1.89874243266306,1,543860.785850361
599317.826640808,1,23,4,5.30929457648405,0,556298.481984279
485317.059174021,1,21,2,11.1629151658395,1,497745.221877403
574988.680682642,0,18,4,13.1646492183519,1,613285.089491449
452645.270127038,1,19,1,-0.880098557044571,0,446707.133025569
564430.389259808,1,24,4,-6.24912327660947,0,537128.211154489
528921.561025574,1,18,3,5.03470017813869,1,545893.981145107
483436.981158695,0,23,2,-4.57722784794232,1,477875.349392985
516448.210979691,1,19,3,2.85147764549059,1,530378.459911346
582739.66512018,0,23,4,21.7274660838173,1,574920.839983211
594811.783426972,1,23,4,-1.30358386119072,1,549715.276534888
485577.362674668,0,21,2,-0.521974104354893,1,479574.704511322
540561.422864842,1,22,3,13.0628672706368,1,485258.098698827
509127.850368999,1,20,3,-0.104290333964292,1,550266.187288739
603896.731195589,1,25,4,25.9570603014319,1,561924.346951656
457083.513809013,1,25,1,22.2413684957093,1,422627.179197271
570410.675289583,1,21,4,14.1042549150907,0,554776.160278869
443351.563239439,0,21,2,-6.86117692403648,0,473889.758358104
472994.731391714,1,20,2,30.3920310732007,1,473634.101297277
541642.46144651,1,19,3,-2.57700466402546,1,535891.642706395
562272.672880403,1,18,3,5.55131047787016,1,485999.064692063
571364.120042894,0,20,4,10.2865129342317,1,553788.600362175
542823.473767503,0,25,4,-14.6837665767391,1,596160.505514133
522931.321012866,1,25,3,12.5316940843872,1,538822.093501934
531285.945269852,0,23,3,8.08399143001798,1,503164.372712191
476473.989896855,1,19,1,16.3143927417667,1,449204.397603636
476798.85572672,0,22,2,0.786486368241109,0,489114.752959392
468661.674811758,0,19,1,6.58846153234701,1,439340.816901575
557944.834203367,1,23,3,0.102253364731656,1,537902.830924309
476919.825979292,0,22,2,-3.15783483385477,1,483765.693750476
532337.827589234,0,23,3,7.67765843283227,1,494661.074893177
548526.997036182,0,22,4,-8.96922109434493,0,581778.481846288
603058.966169626,0,18,4,15.4450789979105,1,560450.513004577
570453.534617315,0,20,4,16.1894666935327,1,555923.393489472
533545.624299509,1,18,3,18.2644324459114,1,487815.777304917
575059.946362116,1,18,3,12.9835966939852,1,526975.975515326
446998.564564515,1,20,1,34.8938074158139,1,419482.297577395
530426.876336224,1,21,3,17.4608748634947,1,516697.958230137
506415.484156328,1,22,2,1.44561004225947,0,471598.18263123
484509.401496858,1,19,1,12.8346047926365,1,455562.926553042
534857.854735254,1,20,3,28.4493343010107,1,488762.247032153
476554.409912264,1,20,2,6.62062692518775,1,492615.505643611
459098.459849105,1,25,1,13.870166878192,1,424724.184470628
428573.822940905,0,21,1,26.5081629723438,0,389980.941582702
565880.755116609,1,20,3,14.84294124036,1,545056.52894702
552227.212605334,0,19,4,20.043615621147,1,530634.000790749
422594.069472064,0,20,1,4.63124694481617,0,441255.902114258
543874.873529406,0,23,4,11.2938124475535,1,570776.803427747
466004.221000587,0,20,3,7.65522125185179,1,512463.680497333
563616.468413166,0,20,4,11.7236145176621,1,566858.444209283
553751.226731425,0,18,4,-2.48860806955119,1,581313.452007467
459779.217101242,1,20,1,-0.0209570739497913,1,432421.904524822
573018.145312893,0,19,4,11.4461086787903,1,577001.553628514
543311.287538414,1,19,3,7.97551432543791,1,585977.397133048
551460.940049916,1,18,3,17.2471489778619,1,538263.735074043
550403.101261272,1,25,4,8.10773817912659,0,527717.333609064
497613.25610034,0,24,2,8.60560099464583,1,455879.612930456
497231.577251274,1,21,3,5.76064880000251,0,552338.548505912
438818.578914469,0,19,1,4.66986233638909,1,460130.042125469
510304.203650432,0,21,2,13.1660353658519,0,471278.751189433
569604.82670249,1,21,4,9.2983543092295,1,609221.338512745
504393.271142404,0,22,3,26.9348564071373,1,508724.970770663
493130.663644593,0,25,2,0.286732731734196,0,496009.667995042
489990.02756906,0,23,2,-3.01633800314454,1,541136.238090287
479155.899336682,1,21,2,15.5277101710361,1,515295.524766701
474763.661003655,0,24,2,4.56667961264675,0,463285.684805029
427679.232506331,0,20,1,15.4866267506299,1,463827.151150848
480693.484665616,0,19,2,7.17052163106126,1,489467.619042581
497295.438082036,0,23,3,5.67122145500751,1,546230.870851039
462715.080256449,1,25,1,16.3903175946102,1,449995.922552091
493501.474884722,0,18,3,6.48847487573243,1,501310.945340654
496786.999376883,0,21,3,14.3907445383861,1,554598.562798669
432693.708739509,0,19,1,14.4573306169186,1,461589.263807713
483586.563587349,1,23,2,13.5386429749787,0,478815.292769512
483147.693547857,0,20,2,12.967299897878,1,486730.955399343
514999.604973872,0,19,2,21.5172497897171,0,424236.879267594
573246.914066293,1,22,4,22.0359813536292,1,581434.405405421
478415.782711173,1,19,1,20.5831342072475,1,440539.88501612
515757.510754232,0,23,3,27.5820923003771,1,512877.784794042
476395.185451513,1,19,1,4.83020106385622,1,428473.787670818
435502.707887657,0,18,1,15.2279474745477,1,468382.611924334
601543.859662606,1,18,4,1.91693175146815,0,556941.148536336
473868.674718462,0,25,2,-8.35471596228312,0,476408.622775052
453780.5805563,1,22,1,5.27131157713547,0,421317.654155705
466706.3843131,1,22,2,4.30860810303369,1,491715.367711406
488289.66944378,1,20,2,14.9859628782822,1,518960.692974528
444505.118637246,0,23,1,7.8033472948851,1,455854.228719414
571921.593507504,0,24,3,16.3261631738608,1,507668.860043507
589443.012725069,1,21,4,15.0387917935058,0,527021.441815876
466099.169823081,0,19,2,14.3052710254868,0,453655.566813354
513602.590255187,0,20,3,1.4289704401487,1,518039.687906068
507570.541958456,0,18,2,18.3441137180701,1,481945.870046316
463077.110499695,1,25,1,8.3067888172887,1,474002.666164045
494411.89432601,1,22,2,5.38109139558712,0,485890.598629848
457458.675867491,0,24,2,8.53301137345595,0,480222.642175872
487997.24289091,1,22,1,2.35111334424603,1,459631.285945933
527009.000167745,0,18,4,9.86393688801395,1,573834.991312206
475286.076222071,0,24,2,-1.97855820526286,0,534143.152682702
565355.857583372,0,22,4,-1.50794480175816,1,559881.53022246
524014.557170263,0,21,3,0.642674582157433,0,534101.784647621
540870.441221406,1,22,3,7.33873033937184,0,514045.860653008
503368.517323329,0,22,3,4.32754825176252,0,546625.158909283
575666.836435783,0,22,4,7.88275683505571,1,602717.229948176
544610.146584861,0,22,4,19.2761279226887,1,564806.956225361
503703.918087133,1,23,3,5.20807907100512,1,533391.290138668
512816.39311353,1,25,3,0.43656480603423,1,560920.553300872
576510.876201199,1,24,4,10.4169981966717,1,581110.649811869
558065.960789434,0,19,4,24.9527754384201,0,531887.103848856
558025.99800754,1,21,4,34.9396571800097,1,542930.869503552
439088.57593399,1,18,1,10.1528809012381,1,469229.347619265
461417.678922542,0,25,2,5.18950919099007,0,455458.096079498
576415.160731187,1,25,4,6.8730884128083,0,552358.403002092
465083.159339363,0,20,2,24.0726438452895,1,448755.036097252
511266.282155258,1,18,2,6.81958406226933,1,484045.399330458
595805.419577324,1,25,4,12.3833810777982,1,505029.100436146
499900.392892695,0,23,3,21.4163168742609,1,550578.28789985
548476.808047233,0,20,3,17.5595707450909,1,524207.263555407
565141.999769546,0,21,4,8.87622351000566,1,542863.388405057
520702.895189019,1,24,2,1.19150601020342,1,482818.719071579
523437.72265637,1,23,2,5.77401598548026,1,473339.512615485
557418.042075205,0,22,4,9.62906541451714,0,565925.673687995
520825.616421265,1,23,3,24.3343367764106,1,520578.901010035
462636.490935682,1,19,1,10.8350018700467,1,436044.469054055
505581.986433998,1,25,2,21.2281189284304,1,506565.579357207
537722.568891862,0,24,3,15.4617569316329,1,513608.194748258
494313.885740962,0,19,3,15.6769433809046,1,530208.872993978
465228.763088027,0,24,2,10.1508705456371,1,467945.255946272
481561.099043879,1,19,1,12.55209571966,1,407904.723750525
546058.162137146,1,24,3,3.74104777293222,0,545998.102226245
597717.408518495,0,20,4,11.0292580248277,0,544500.471873916
502686.317509478,1,25,2,12.718693343433,0,468131.066065404
498430.238160198,0,19,2,14.9716264022657,1,482983.779945465
447511.062671248,1,18,1,10.5648446380731,1,470896.764476999
468702.646609697,0,22,1,9.30726309589706,1,463990.796380911
580527.060186234,1,19,4,6.49611343801084,0,558850.482604437
446664.689924643,0,19,1,6.7871167674126,1,421903.519023478
409290.127812155,0,21,1,11.7483911363039,1,458006.835005935
489807.839639595,0,22,2,17.1085403217105,1,525979.362835194
463408.349877913,1,22,1,14.2378626850249,1,437680.111660843
438857.083998632,1,23,1,22.6919027800834,1,489396.469581632
446828.461778005,0,21,1,5.68017359827541,1,468465.239545036
487565.318387109,0,24,3,-7.39720662244261,0,508088.374591233
419454.378151321,0,22,1,11.0054392812989,1,443710.939197041
583774.236863814,0,19,4,18.6073678919435,0,519912.128816627
427652.277167741,0,24,1,3.60790287694533,0,434143.260698379
531493.286441976,1,25,3,10.1183373391456,1,510595.126791607
525071.752466778,0,25,3,18.4088353278759,1,518060.116891727
545608.580780551,1,23,3,16.3188672523158,1,542860.396432623
478568.595852238,0,19,2,-3.49582461652281,0,479903.027246062
524106.258068307,0,22,3,13.5468930640089,1,543504.743712901
534091.211366652,0,20,4,12.7422718042803,1,579462.608263192
462150.973197334,1,19,1,4.72060937231195,1,434381.457046835
525707.551204471,1,18,2,10.8504715796986,1,515382.419534976
536963.747059811,0,19,3,9.95251001710661,1,526183.534675766
552688.882146586,0,22,4,5.90365431224977,1,563808.968597713
450459.902719026,0,21,1,14.0299570807049,0,425789.873381982
557585.339843704,1,23,4,18.4087636409338,1,568265.850299998
598345.68972202,1,22,4,20.4168729771615,1,593795.436410395
483274.244222099,1,21,2,6.78345893536856,1,519524.972151127
437146.177378725,0,18,1,1.23307032336099,0,432930.686998679
510056.381017575,1,20,3,-2.7136325339443,1,551128.298281825
531105.594196095,0,25,3,4.78115452638784,0,504872.754861056
555199.425927633,0,21,4,4.02366520545753,1,550932.54788261
599717.263267982,1,20,4,12.1494625021935,1,582307.926658038
484653.011162712,0,25,3,15.6461802550906,1,542647.77837983
494675.609280612,1,23,2,-13.0829769566789,0,472280.862823066
550702.207809626,1,22,3,19.4216125799246,1,520908.195196605
557627.822073864,1,19,4,17.875666765952,1,609489.416346411
450501.966965029,0,23,2,2.88548261022642,0,458346.026578891
461792.144261945,0,21,2,19.7874218866839,1,493416.479662032
442668.637349171,0,24,1,13.7873927007155,1,445289.737195766
536177.957655062,0,25,3,0.661028262061221,1,509726.144577042
506936.184084281,0,24,2,4.91192787400397,1,497853.363059561
467318.421683565,1,20,1,12.3405241979316,1,454952.423207776
430932.599335636,0,18,1,12.4412150191253,1,466755.376922369
546408.023717361,1,18,3,12.6132324200617,1,511518.087713466
430636.21464773,0,22,1,5.54222758314302,0,439501.375534369
520323.930750007,0,19,3,25.7344541432623,1,515786.303176494
540113.328036542,1,23,3,22.5625008513307,1,536836.56374789
518864.583347588,0,21,3,4.29569769089001,0,501562.526311412
533312.405711178,0,25,3,9.97467656947246,1,553686.095785851
618786.686451747,1,19,4,-3.19705924270255,0,568503.813384408
524224.372031799,0,20,3,5.81527226577702,1,545315.590869219
566418.744168456,0,18,4,-7.48192565943924,0,542422.409121108
540256.328557177,0,22,4,11.2135720862992,1,564693.708157533
524973.346250641,0,25,3,16.7665703152815,1,513148.17009381
466550.904031115,0,24,1,27.5275900654445,1,436782.886035971
478013.839074841,0,25,2,5.32490838750731,1,494679.479219971
480433.010333351,1,22,2,10.8585581138087,1,516819.422827987
581839.055787199,0,19,4,22.45966584816,1,554978.283787056
559508.183539137,1,25,3,-0.968758185214845,1,559151.206248314
475129.755114344,0,20,2,-8.49212012517981,0,479503.078613938
528218.63276668,1,21,3,6.54302339903131,0,462661.796656023
514091.766544495,1,19,3,37.3445080381523,1,501368.629041667
490706.074862635,0,18,3,12.3038315618093,1,553290.411390017
575358.06847091,1,22,4,8.15103834899422,1,552515.550802409
542164.430595936,0,24,4,10.0097604790055,1,572302.661482068
435332.169447971,1,20,1,8.54177934192631,0,461923.787727585
514785.731173776,1,18,3,11.8970706722214,1,530954.703184941
423041.995818308,0,18,1,23.7241510995538,0,416567.311509094
566187.375433212,0,18,4,14.0698855403762,1,567813.790626435
568505.173038676,1,18,3,13.8367148238647,1,526787.408437377
534042.226191556,1,19,3,11.8310223827418,1,524330.656602528
606778.599681864,1,20,4,20.402510634603,1,556355.862176953
496823.293380982,0,19,2,5.08075038445737,0,461992.644990988
428868.167396545,0,21,1,16.7450271085082,1,469432.09213023
517168.843214197,0,25,3,7.15329627263015,0,516853.820925267
583534.014679363,0,19,4,-2.19134529457784,0,560001.027306615
460001.167627733,0,23,1,-11.111151753427,0,430970.458498015
472351.617608455,0,25,2,-15.7940393326166,1,518813.233002393
577731.497180996,1,25,4,29.0516562755041,1,564326.256799115
493027.632740179,0,25,2,8.04989868690821,1,454010.156670455
543634.137898228,0,25,3,-3.39015041844626,0,498150.692445024
552781.70231179,1,21,3,21.4214647811753,1,543551.125407672
513399.792887364,0,23,3,9.6055286481245,1,534881.958768921
534182.378400084,0,18,3,12.6677553897301,0,514878.808837088
532580.506506658,1,24,2,21.1442730082411,1,491634.084449751
533936.910529617,0,24,4,4.55211428428936,1,555117.555515522
535044.803921374,1,23,3,5.0219814497736,1,547166.753653928
545612.980171237,0,20,4,0.602893244634261,1,581290.337853107
447644.29616985,1,19,1,12.7817295414943,1,452992.591139257
518896.180477626,0,23,2,5.28539643962344,0,448201.041364157
540219.703364972,1,19,3,-0.604886418978667,0,530586.37979635
549756.99017375,0,25,3,12.9441079900295,1,529985.051609946
524881.79782521,1,19,2,8.89109945006902,1,510331.269773788
487385.526819451,0,22,2,5.73508146035833,0,453233.658554846
493059.278146172,1,19,2,13.1747635889219,1,471734.119200343
571422.42879022,0,21,3,6.89156036855674,0,512089.393722152
552927.891129374,0,23,3,4.43590968177745,1,500299.899735543
603472.989257481,1,23,4,12.5226353972526,0,571590.71373262
488933.235040591,1,23,2,15.8969439722101,1,520086.875837134
593093.896783916,1,18,4,9.33786848140799,1,545326.30726138
465447.737026391,0,23,2,35.7619492394305,1,460732.355971061
508688.805410208,0,20,3,12.3967227066902,1,538666.709772152
499227.214602171,0,23,3,-0.212021509701458,1,523377.257582451
521114.756886708,0,21,4,7.48696177087586,1,591592.103014971
477420.503697628,0,18,2,16.3605078768775,1,478488.058723613
560814.116752017,1,18,4,5.63815527963926,1,569922.205405217
563776.758744673,1,22,3,18.0071190130279,1,499177.285242545
519952.376298936,0,25,2,11.980433834163,1,492721.745156246
546861.5132655,1,20,3,4.70319049852423,1,528981.875814121
542443.116398501,1,18,3,8.51311125582216,0,518513.253846858
525512.550820536,1,24,3,19.4126179344999,1,536366.523428069
524497.272987186,1,20,3,16.0936056104198,1,527532.698625262
447275.155699353,1,20,1,1.21667977447476,0,420486.747951586
518887.591415098,0,21,2,-5.47266153402535,1,508061.301924364
498533.809646182,0,18,3,6.81508891434906,1,523601.022208665
568249.858556311,0,20,4,-8.57437893340897,1,537448.439063291
465802.502974717,0,22,2,13.0785859250202,1,534126.31138436
481069.761901806,0,20,2,-10.8832967612711,0,513851.336248305
452605.04591162,1,22,1,9.64158164277611,1,450393.819130813
456481.669356727,1,23,1,14.6166651845466,1,425823.149131068
511790.278400439,1,18,2,13.0353433776578,1,449943.361649511
513022.487055936,1,20,3,6.98968967390207,1,529522.397494645
589867.467219538,1,18,4,5.71811753358346,1,561351.815350149
523097.811557675,1,22,2,3.39670182787497,0,503693.141828399
481361.808147232,1,24,2,12.3007175699625,1,463496.171520752
517786.386913171,1,21,3,18.6643662466206,1,563256.537740102
504454.01333331,1,24,2,-4.37828905168709,0,438332.3403239
429214.756367005,1,24,2,6.3763596520648,1,505547.542561307
532499.610104742,1,20,2,24.1960897084891,1,481131.680227572
545025.33735848,1,24,3,10.7457696242095,1,521825.302027286
469092.372477248,0,20,1,10.3722265764572,1,479610.776636152
545383.28621849,0,23,3,-0.725998229174426,1,511284.142967268
435104.545852549,0,23,1,-8.88310776578472,0,441433.370654897
512279.061740171,0,18,2,1.79834905390216,0,484393.731690425
424971.081953386,0,25,1,5.68679485767505,1,463123.605860253
628563.345311659,1,19,4,2.379368831348,1,553251.796142229
487659.801995467,0,18,3,15.6970798187015,1,511419.214078609
519526.434716432,0,19,3,15.8830676688053,1,533444.649030682
455693.219675666,1,19,1,9.27293019894108,1,460182.122310326
451321.350831798,1,19,1,0.64423503438632,0,442924.350421688
458230.770818861,1,20,2,8.42798074288342,1,489823.486036487
442814.861627593,0,22,2,11.340453072452,1,496358.442056597
501607.146143773,0,25,3,19.7131838607204,1,527220.533214313
534489.121321656,0,23,3,28.4623788079344,1,514805.608059682
549163.720174066,1,19,3,13.5768521959701,1,560491.539872464
570265.555197985,1,20,3,5.34197375257672,1,543654.657996581
569637.647512966,1,25,4,14.723685417661,1,567997.130292583
515877.343737649,1,23,2,26.7736857109212,1,509825.958881145
490757.873645729,0,23,3,9.01830562645288,1,520502.753884305
461168.080135846,0,21,2,17.604403339752,1,413813.195357338
465592.363180129,0,25,2,8.29396977678991,1,508939.163949294
523689.356863609,1,20,3,3.09502429897716,0,513750.500028258
483127.397540001,0,25,2,32.7423117273429,1,480818.470720932
573136.163417544,1,18,4,17.3466158647027,1,584073.678083437
462636.369915183,1,23,1,-1.69934725223431,0,430233.412545559
463456.210104922,0,19,1,25.5624336005031,1,443508.667857148
496557.879911163,0,19,2,26.8227587697769,1,478940.311804293
574279.020953482,0,22,4,9.04475261879488,1,586225.091658119
506573.201009547,0,24,2,26.3373910847038,1,512190.587932634
492489.294619811,0,20,2,18.6394516279294,1,487756.64891453
460955.175476538,1,20,1,1.3564931018568,0,420485.576998797
557557.515859178,1,24,2,21.0138441738269,1,477061.256264155
535193.422675745,0,23,3,7.81029402772668,0,501001.027260595
422014.455267367,0,23,1,8.03059957775813,1,435198.098882533
550164.960476538,1,19,3,19.9959421460032,1,505282.44661637
462709.127911224,1,19,2,19.1897308876038,1,529889.595380337
497704.897499387,0,25,2,14.4828989059973,1,486417.794270181
503855.094938711,0,25,2,-4.39204334345677,1,531715.044610892
583191.993071217,1,18,4,9.31958646299785,1,532579.039063645
504297.64425285,0,24,3,6.35847082408812,1,551027.577472392
445414.85950457,0,22,1,19.3042488157881,1,447404.122049419
515594.893414132,0,20,3,-0.0640408181659069,0,542149.949968417
498325.489555598,1,23,2,28.6556878998806,0,439108.541772876
554152.722415623,0,24,4,4.99093380885161,0,575904.304614861
520552.372084532,1,21,3,21.8529592390181,1,542909.324260861
